Identifier-Analyte	Analyte_Name
A192011-101-xxx	M000000_A192011-101-xxx_NA_666127,56_TRUE_VAR5_FAME_Glucuronic acid-3,6-lactone (1MEOX) (3TMS) BP
A192013-101-xxx	M000000_A192013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A192014-101-xxx	M000000_A192014-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A192017-101-xxx	M000000_A192017-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A192018-101-xxx	M000000_A192018-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A192019-101-xxx	M000000_A192019-101-xxx_NA_663314,06_TRUE_VAR5_FAME_Glucose, 2-amino-2-deoxy- (4TMS) BP
A192020-101-xxx	M000000_A192020-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A192021-101-xxx	M000000_A192021-101-xxx_NA_668016,5_TRUE_VAR5_FAME_Arabinoheptulosonic acid enol, 3-deoxy- (5TMS) MP
A192022-101-xxx	M000000_A192022-101-xxx_NA_667409,94_TRUE_VAR5_FAME_Cyclohexene-1,2,3,4-tetrol epoxide, (1alpha,2beta,3alpha,4beta)- (4TMS)
A192023-101-xxx	M000000_A192023-101-xxx_NA_667911,44_PRED_VAR5_FAME_D192781
A193001-101-xxx	M000000_A193001-101-xxx_NA_665092,19_TRUE_VAR5_FAME_Sorbitol (6TMS)
A193002-101-xxx	M000000_A193002-101-xxx_NA_662639,81_TRUE_VAR5_FAME_Mannitol (6TMS)
A193003-101-xxx	M000000_A193003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A193004-101-xxx	M000000_A193004-101-xxx_NA_665728,94_TRUE_VAR5_FAME_Glucuronic acid (1MEOX) (5TMS) MP
A193005-101-xxx	M000000_A193005-101-xxx_NA_535672_TRUE_VAR5_FAME_Hexadecan-1-ol, n- (1TMS)
A193007-101-xxx	M000000_A193007-101-xxx_NA_667070,75_TRUE_VAR5_FAME_Glucose, 2-amino-2-deoxy- (1MEOX) (5TMS) MP
A193008-101-xxx	M000000_A193008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A193009-101-xxx	M000000_A193009-101-xxx_NA_668720_TRUE_VAR5_FAME_Hexadecanoic acid methyl ester (FAME MIX)
A193010-101-xxx	M000000_A193010-101-xxx_NA_0_FALSE_VAR5_FAME_3,4-Dihydroxybenzylamine (4TMS)
A193011-101-xxx	M000000_A193011-101-xxx_NA_0_FALSE_VAR5_FAME_Galactose, 2-amino-2-deoxy-, D- (1MEOX) (5TMS)
A193012-101-xxx	M000000_A193012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A193013-101-xxx	M000000_A193013-101-xxx_NA_0_FALSE_VAR5_FAME_Sequoyitol, D- (5TMS)
A193014-101-xxx	M000000_A193014-101-xxx_NA_0_FALSE_VAR5_FAME_Glutamine, N-acetyl-, DL- (2TMS)
A193015-101-xxx	M000000_A193015-101-xxx_NA_657329,75_TRUE_VAR5_FAME_Glucose, 2-amino-2-deoxy- (5TMS) MP
A193016-101-xxx	M000000_A193016-101-xxx_NA_670406,88_TRUE_VAR5_FAME_Glucose, 2-amino-2-deoxy- (5TMS) BP
A193017-101-xxx	M000000_A193017-101-xxx_NA_671881,5_TRUE_VAR5_FAME_Panthenol (3TMS)
A193018-101-xxx	M000000_A193018-101-xxx_NA_669364,56_TRUE_VAR5_FAME_Aspartic acid, N-(aminocarbonyl)- (3TMS)
A193019-101-xxx	M000000_A193019-101-xxx_NA_671703,19_TRUE_VAR5_FAME_Theophylline (1TMS)
A193020-101-xxx	M000000_A193020-101-xxx_NA_671206,25_TRUE_VAR5_FAME_Hydantoin, 5-propionate- (4TMS)
A193021-101-xxx	M000000_A193021-101-xxx_NA_671849,56_TRUE_VAR5_FAME_Pyridoxamine (3TMS)
A193023-101-xxx	M000000_A193023-101-xxx_NA_0_FALSE_VAR5_FAME_N6-Acetyl-lysine_2TMS
A194001-101-xxx	M000000_A194001-101-xxx_NA_666886,25_TRUE_VAR5_FAME_Galactitol (6TMS)
A194002-101-xxx	M000000_A194002-101-xxx_NA_670926,56_TRUE_VAR5_FAME_Tyrosine (3TMS)
A194003-101-xxx	M000000_A194003-101-xxx_NA_668536,62_TRUE_VAR5_FAME_Galacturonic acid (1MEOX) (5TMS) MP
A194004-101-xxx	M000000_A194004-101-xxx_NA_671330_TRUE_VAR5_FAME_Indole-3-acetic acid, 1H- (1TMS)
A194005-101-xxx	M000000_A194005-101-xxx_NA_673291,69_TRUE_VAR5_FAME_Coniferylalcohol, trans- (2TMS)
A194006-101-xxx	M000000_A194006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A194007-101-xxx	M000000_A194007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A194008-101-xxx	M000000_A194008-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine C1 (1MEOX) (TMS)
A194009-101-xxx	M000000_A194009-101-xxx_NA_674705,38_TRUE_VAR5_FAME_Glucaric acid-1,4-lactone (4TMS)
A194010-101-xxx	M000000_A194010-101-xxx_NA_669118,88_TRUE_VAR5_FAME_Gallic acid ethyl ester (3TMS)
A194013-101-xxx	M000000_A194013-101-xxx_NA_673843,94_TRUE_VAR5_FAME_Hydrocaffeic acid (3TMS)
A194014-101-xxx	M000000_A194014-101-xxx_NA_0_FALSE_VAR5_FAME_Galactose, 2-amino-2-deoxy-, D- (1MEOX) (5TMS)
A194015-101-xxx	M000000_A194015-101-xxx_NA_676298,5_TRUE_VAR5_FAME_Hippuric acid, 2-hydroxy- (3TMS)
A194016-101-xxx	M000000_A194016-101-xxx_NA_673537,12_TRUE_VAR5_FAME_Mannosamine, N-acetyl- (4TMS)
A194017-101-xxx	M000000_A194017-101-xxx_NA_673425,38_TRUE_VAR5_FAME_4-Pyridoxic acid (3TMS)
A194018-101-xxx	M000000_A194018-101-xxx_NA_676835_TRUE_VAR5_FAME_3-(2,4-Dihydroxyphenyl)-propanoic acid (3TMS)
A194020-101-xxx	M000000_A194020-101-xxx_NA_674645,56_PRED_VAR5_FAME_Swainsonine (3TMS)
A195001-101-xxx	M000000_A195001-101-xxx_NA_675997,38_TRUE_VAR5_FAME_Cinnamic acid, 4-hydroxy-, trans- (2TMS)
A195002-101-xxx	M000000_A195002-101-xxx_NA_672854,06_TRUE_VAR5_FAME_Ascorbic acid (4TMS)
A195004-101-xxx	M000000_A195004-101-xxx_NA_675260,44_TRUE_VAR5_FAME_Pentadecanoic acid (1TMS)
A195005-101-xxx	M000000_A195005-101-xxx_NA_672340,5_TRUE_VAR5_FAME_Glucuronic acid (1MEOX) (5TMS) BP
A195006-101-xxx	M000000_A195006-101-xxx_NA_0_FALSE_VAR5_FAME_Ononitol (5TMS)
A195007-101-xxx	M000000_A195007-101-xxx_NA_678193,44_TRUE_VAR5_FAME_Coniferylaldehyde, trans- (1MEOX) (1TMS) MP
A195008-101-xxx	M000000_A195008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A195010-101-xxx	M000000_A195010-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2, N-methyl- (1MEOX) (4TMS)
A195011-101-xxx	M000000_A195011-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2, N-methyl- (1MEOX) (4TMS)
A195013-101-xxx	M000000_A195013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A195014-101-xxx	M000000_A195014-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A195015-101-xxx	M000000_A195015-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A195016-101-xxx	M000000_A195016-101-xxx_NA_678054,69_TRUE_VAR5_FAME_Pyruvic acid, 4-hydroxyphenyl- (1MEOX) (3TMS) BP
A195017-101-xxx	M000000_A195017-101-xxx_NA_679726,38_TRUE_VAR5_FAME_Cembrene
A195018-101-xxx	M000000_A195018-101-xxx_NA_679976_TRUE_VAR5_FAME_Homoserine lactone, N-octanoyl-
A195019-101-xxx	M000000_A195019-101-xxx_NA_679237,94_TRUE_VAR5_FAME_Hydantoin, 5-(4-hydroxybutyl)- (4TMS)
A195020-101-xxx	M000000_A195020-101-xxx_NA_678009,5_TRUE_VAR5_FAME_Epinephrine (4TMS)
A195021-101-xxx	M000000_A195021-101-xxx_NA_677246,38_TRUE_VAR5_FAME_Arabinoheptulosonic acid enol, 3-deoxy- (5TMS) BP
A195023-101-xxx	M000000_A195023-101-xxx_NA_678501,56_PRED_VAR5_FAME_Tartronic acid semialdehyde (putative)
A195024-101-xxx	M000000_A195024-101-xxx_NA_0_FALSE_VAR5_FAME_Hexadec-9-enal
A195025-101-xxx	M000000_A195025-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-084
A196001-101-xxx	M000000_A196001-101-xxx_NA_0_FALSE_VAR5_FAME_Gulonic acid (6TMS)
A196002-101-xxx	M000000_A196002-101-xxx_NA_676011,69_PRED_VAR5_FAME_Isoascorbic acid (4TMS)
A196003-101-xxx	M000000_A196003-101-xxx_NA_676697,38_TRUE_VAR5_FAME_Galacturonic acid (1MEOX) (5TMS) BP
A196004-101-xxx	M000000_A196004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196005-101-xxx	M000000_A196005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196006-101-xxx	M000000_A196006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196007-101-xxx	M000000_A196007-101-xxx_NA_681044,69_TRUE_VAR5_FAME_Coniferylaldehyde, trans- (1MEOX) (1TMS) BP
A196010-101-xxx	M000000_A196010-101-xxx_NA_673753,88_TRUE_VAR5_FAME_Asparagine [+CO2] (4TMS)
A196011-101-xxx	M000000_A196011-101-xxx_NA_675347,38_TRUE_VAR5_FAME_Gallic acid (4TMS)
A196012-101-xxx	M000000_A196012-101-xxx_NA_0_FALSE_VAR5_FAME_Indole-3-acetic acid ethyl ester (1TMS)
A196013-101-xxx	M000000_A196013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196014-101-xxx	M000000_A196014-101-xxx_NA_673138,25_TRUE_VAR5_FAME_similar to NA (Inositol like)
A196015-101-xxx	M000000_A196015-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196021-101-xxx	M000000_A196021-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196022-101-xxx	M000000_A196022-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A196023-101-xxx	M000000_A196023-101-xxx_NA_683436_TRUE_VAR5_FAME_Ethanesulfonic acid, 2-cyclohexylamino- (2TMS)
A196026-101-xxx	M000000_A196026-101-xxx_NA_682552,06_PRED_VAR5_FAME_NA_234_161_105_81
A196027-101-xxx	M000000_A196027-101-xxx_NA_682591,94_PRED_VAR5_FAME_D196430
A196028-101-xxx	M000000_A196028-101-xxx_NA_0_FALSE_VAR5_FAME_NA196028 (classified unknown)
A197001-101-xxx	M000000_A197001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A197003-101-xxx	M000000_A197003-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Glucopyranose (5TMS)
A197004-101-xxx	M000000_A197004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A197005-101-xxx	M000000_A197005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A197006-101-xxx	M000000_A197006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A197007-101-xxx	M000000_A197007-101-xxx_NA_0_FALSE_VAR5_FAME_NA197007
A197008-101-xxx	M000000_A197008-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A197009-101-xxx	M000000_A197009-101-xxx_NA_687091,5_TRUE_VAR5_FAME_Canavanine (4TMS)
A197011-101-xxx	M000000_A197011-101-xxx_NA_683889,38_PRED_VAR5_FAME_NA_234_161_105_190
A197013-101-xxx	M000000_A197013-101-xxx_NA_0_FALSE_VAR5_FAME_Myristic-acid-amide
A198001-101-xxx	M000000_A198001-101-xxx_NA_685915,5_TRUE_VAR5_FAME_Indole-3-acetic acid (2TMS)
A198002-101-xxx	M000000_A198002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A198003-101-xxx	M000000_A198003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A198004-101-xxx	M000000_A198004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A198005-101-xxx	M000000_A198005-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2 (4TMS)
A198006-101-xxx	M000000_A198006-101-xxx_NA_680624,75_TRUE_VAR5_FAME_Glucopyranose, D- (5TMS)
A198007-101-xxx	M000000_A198007-101-xxx_NA_0_FALSE_VAR5_FAME_Chalcone methoxyamine (1MeOX)
A198010-101-xxx	M000000_A198010-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B4 (4TMS)
A198011-101-xxx	M000000_A198011-101-xxx_NA_691310,94_TRUE_VAR5_FAME_Glycyl-proline (3TMS)
A198013-101-xxx	M000000_A198013-101-xxx_NA_692307,69_PRED_VAR5_FAME_NA
A198014-101-xxx	M000000_A198014-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-087
A199001-101-xxx	M000000_A199001-101-xxx_NA_687851,69_TRUE_VAR5_FAME_Caffeic acid, cis- (3TMS)
A199002-101-xxx	M000000_A199002-101-xxx_NA_688749,88_TRUE_VAR5_FAME_Galactonic acid (6TMS)
A199003-101-xxx	M000000_A199003-101-xxx_NA_0_FALSE_VAR5_FAME_NA199003 (classified unknown)
A199004-101-xxx	M000000_A199004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A199005-101-xxx	M000000_A199005-101-xxx_NA_686747,12_TRUE_VAR5_FAME_Homoserine, O-succinyl- (2TMS)
A199006-101-xxx	M000000_A199006-101-xxx_NA_695669,56_TRUE_VAR5_FAME_Indole-3-acetaldehyde enol (2TMS) MP
A199007-101-xxx	M000000_A199007-101-xxx_NA_690406,06_TRUE_VAR5_FAME_Cinnamaldehyde, 3,5-dimethoxy-4-hydroxy-, cis- (1MEOX) (1TMS) MP
A199008-101-xxx	M000000_A199008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A199009-101-xxx	M000000_A199009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A199010-101-xxx	M000000_A199010-101-xxx_NA_687129,38_TRUE_VAR5_FAME_Pimelic acid, 2,6-diamino- (4TMS)
A199011-101-xxx	M000000_A199011-101-xxx_NA_0_FALSE_VAR5_FAME_Hexadecanoic acid, 15-methyl-, methyl ester
A199012-101-xxx	M000000_A199012-101-xxx_NA_693684,12_TRUE_VAR5_FAME_Pyruvic acid, 4-hydroxyphenyl- (1MEOX) (3TMS) MP
A199016-101-xxx	M000000_A199016-101-xxx_NA_696203,81_PRED_VAR5_FAME_Homonojirimycin (6TMS)
A199017-101-xxx	M000000_A199017-101-xxx_NA_0_FALSE_VAR5_FAME_NA199017
A199018-101-xxx	M000000_A199018-101-xxx_NA_0_FALSE_VAR5_FAME_N-Acetylglucosamine-6-phosphoric-acid_1MeOX_5TMS
A199019-101-xxx	M000000_A199019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-058
A199020-101-xxx	M000000_A199020-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-088
A200001-101-xxx	M000000_A200001-101-xxx_NA_690660,38_TRUE_VAR5_FAME_Gluconic acid (6TMS)
A200002-101-xxx	M000000_A200002-101-xxx_NA_695311,56_TRUE_VAR5_FAME_Ornithine, N2-acetyl- (3TMS)
A200003-101-xxx	M000000_A200003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A200004-101-xxx	M000000_A200004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A200005-101-xxx	M000000_A200005-101-xxx_NA_0_FALSE_VAR5_FAME_Glutamine, DL- (4TMS)
A200006-101-xxx	M000000_A200006-101-xxx_NA_691608,94_TRUE_VAR5_FAME_Pantothenic acid, D- (3TMS)
A200007-101-xxx	M000000_A200007-101-xxx_NA_669057,5_TRUE_VAR5_FAME_Pantothenic acid, D- (4TMS)
A200008-101-xxx	M000000_A200008-101-xxx_NA_0_FALSE_VAR5_FAME_Eicosane, n-
A200009-101-xxx	M000000_A200009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A200011-101-xxx	M000000_A200011-101-xxx_NA_688678,56_TRUE_VAR5_FAME_Gluconic acid, 2-amino-2-deoxy- (6TMS)
A200012-101-xxx	M000000_A200012-101-xxx_NA_700083,5_TRUE_VAR5_FAME_Cinnamic acid, 2,5-dimethoxy-, trans- (1TMS)
A200013-101-xxx	M000000_A200013-101-xxx_NA_700261,25_TRUE_VAR5_FAME_Acrylic acid, 4-imidazole- (2TMS)
A200014-101-xxx	M000000_A200014-101-xxx_NA_700126,38_TRUE_VAR5_FAME_Theobromine (1TMS)
A200017-101-xxx	M000000_A200017-101-xxx_NA_698104,94_PRED_VAR5_FAME_D200302
A200018-101-xxx	M000000_A200018-101-xxx_NA_700227,19_PRED_VAR5_FAME_D200830
A200019-101-xxx	M000000_A200019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-089
A201001-101-xxx	M000000_A201001-101-xxx_NA_696328,44_TRUE_VAR5_FAME_Saccharic acid (6TMS)
A201002-101-xxx	M000000_A201002-101-xxx_NA_0_FALSE_VAR5_FAME_NA201002 (classified unknown)
A201004-101-xxx	M000000_A201004-101-xxx_NA_0_FALSE_VAR5_FAME_NA201004 (classified unknown)
A201005-101-xxx	M000000_A201005-101-xxx_NA_0_FALSE_VAR5_FAME_1,2,3-Propanetriol, 1-(4-hydroxy-3-methoxyphenyl)- (4TMS)
A201006-101-xxx	M000000_A201006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A201011-101-xxx	M000000_A201011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A201012-101-xxx	M000000_A201012-101-xxx_NA_0_FALSE_VAR5_FAME_Hexadecanoic acid methyl ester, 9,10-(Z)-methylene-
A201013-101-xxx	M000000_A201013-101-xxx_NA_596420,44_TRUE_VAR5_FAME_Pyridine-2,6-dicarboxylic acid (2TMS)
A201014-101-xxx	M000000_A201014-101-xxx_NA_703166,56_TRUE_VAR5_FAME_Xanthine (3TMS)
A201016-101-xxx	M000000_A201016-101-xxx_NA_702997,75_PRED_VAR5_FAME_NA_236_151_109_95
A202001-101-xxx	M000000_A202001-101-xxx_NA_0_FALSE_VAR5_FAME_Hexadecenoic acid, n- (1TMS)
A202004-101-xxx	M000000_A202004-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Inositol (6TMS)
A202005-101-xxx	M000000_A202005-101-xxx_NA_704203,25_TRUE_VAR5_FAME_Cinnamaldehyde, 3,5-dimethoxy-4-hydroxy-, trans- (1MEOX) (1TMS) BP
A202006-101-xxx	M000000_A202006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A202007-101-xxx	M000000_A202007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A202009-101-xxx	M000000_A202009-101-xxx_NA_0_FALSE_VAR5_FAME_But-3-enoic acid, 2-amino-4-(2-aminoethoxy)-, (S)-trans- (4TMS)
A202010-101-xxx	M000000_A202010-101-xxx_NA_705217,69_TRUE_VAR5_FAME_Tetradecanoic acid, 3-hydroxy- (2TMS)
A202011-101-xxx	M000000_A202011-101-xxx_NA_707825_TRUE_VAR5_FAME_Lysine, 5-hydroxy- (4TMS)
A202012-101-xxx	M000000_A202012-101-xxx_NA_705923,06_TRUE_VAR5_FAME_Phenoxyacetic acid, 4-hydroxymethyl-3-methoxy- (2TMS)
A202014-101-xxx	M000000_A202014-101-xxx_NA_705435,25_PRED_VAR5_FAME_NA_234_123_81
A202015-101-xxx	M000000_A202015-101-xxx_NA_0_FALSE_VAR5_FAME_Octadecanal
A202016-101-xxx	M000000_A202016-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-091
A203001-101-xxx	M000000_A203001-101-xxx_NA_705716,06_TRUE_VAR5_FAME_Octopamine (4TMS)
A203002-101-xxx	M000000_A203002-101-xxx_NA_707855,12_TRUE_VAR5_FAME_Hexadecenoic acid, 9-(Z)- (1TMS)
A203003-101-xxx	M000000_A203003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A203004-101-xxx	M000000_A203004-101-xxx_NA_701080,75_TRUE_VAR5_FAME_NA
A203005-101-xxx	M000000_A203005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A203007-101-xxx	M000000_A203007-101-xxx_NA_0_FALSE_VAR5_FAME_Heptadecan-1-ol, n- (1TMS)
A203008-101-xxx	M000000_A203008-101-xxx_NA_0_FALSE_VAR5_FAME_Heptadecanoic acid methyl ester, n-
A203009-101-xxx	M000000_A203009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A203010-101-xxx	M000000_A203010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A203011-101-xxx	M000000_A203011-101-xxx_NA_706428,5_TRUE_VAR5_FAME_Gallic acid propyl ester (3TMS)
A203012-101-xxx	M000000_A203012-101-xxx_NA_0_FALSE_VAR5_FAME_Chalcone methoxyamine (1MeOX)
A203013-101-xxx	M000000_A203013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A203014-101-xxx	M000000_A203014-101-xxx_NA_701905,25_TRUE_VAR5_FAME_Ribose-5-phosphate, 2-deoxy- (1MEOX) (4TMS) MP
A203017-101-xxx	M000000_A203017-101-xxx_NA_710463,06_PRED_VAR5_FAME_Castanospermine (4TMS)
A203018-101-xxx	M000000_A203018-101-xxx_NA_711859,12_PRED_VAR5_FAME_NA
A203019-101-xxx	M000000_A203019-101-xxx_NA_0_FALSE_VAR5_FAME_Hexadecenoic-acid_2_1TMS
A204001-101-xxx	M000000_A204001-101-xxx_NA_708177,62_TRUE_VAR5_FAME_Galactaric acid (6TMS)
A204002-101-xxx	M000000_A204002-101-xxx_NA_712609,19_TRUE_VAR5_FAME_Tyramine, 3-methoxy- (3TMS)
A204003-101-xxx	M000000_A204003-101-xxx_NA_708483,56_TRUE_VAR5_FAME_Ornithine (5TMS)
A204004-101-xxx	M000000_A204004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A204005-101-xxx	M000000_A204005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A204006-101-xxx	M000000_A204006-101-xxx_NA_712575,06_TRUE_VAR5_FAME_Cinnamic acid, 3,4-dimethoxy-, trans- (1TMS)
A204007-101-xxx	M000000_A204007-101-xxx_NA_711689,12_TRUE_VAR5_FAME_Cinnamic acid, 3,5-dimethoxy-, trans- (1TMS)
A204012-101-xxx	M000000_A204012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A204015-101-xxx	M000000_A204015-101-xxx_NA_706368,44_TRUE_VAR5_FAME_Gluconic acid, 2-amino-2-deoxy- (7TMS)
A204016-101-xxx	M000000_A204016-101-xxx_NA_0_FALSE_VAR5_FAME_Morpholine, 4-[3-[4-(1,1-dimethylethyl)phenyl]-2-methylpropyl]-2,6-dimethyl-
A204017-101-xxx	M000000_A204017-101-xxx_NA_715320,69_TRUE_VAR5_FAME_Histidine, N-tau-methyl- (3TMS)
A204019-101-xxx	M000000_A204019-101-xxx_NA_715955,06_PRED_VAR5_FAME_NA_234_124_81
A204020-101-xxx	M000000_A204020-101-xxx_NA_713805,56_PRED_VAR5_FAME_D204282
A204021-101-xxx	M000000_A204021-101-xxx_NA_0_FALSE_VAR5_FAME_Myristic-acid-amide_1TMS
A205001-101-xxx	M000000_A205001-101-xxx_NA_714569,31_TRUE_VAR5_FAME_Hexadecanoic acid (1TMS)
A205002-101-xxx	M000000_A205002-101-xxx_NA_713297,25_TRUE_VAR5_FAME_Homoserine, O-succinyl- (3TMS)
A205003-101-xxx	M000000_A205003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A205004-101-xxx	M000000_A205004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A205005-101-xxx	M000000_A205005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A205006-101-xxx	M000000_A205006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A205007-101-xxx	M000000_A205007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A205008-101-xxx	M000000_A205008-101-xxx_NA_716667,69_TRUE_VAR5_FAME_Cysteinyl-glycine (3TMS)
A205009-101-xxx	M000000_A205009-101-xxx_NA_717961,06_TRUE_VAR5_FAME_Indole-3-acetamide (3TMS)
A205010-101-xxx	M000000_A205010-101-xxx_NA_719549,62_TRUE_VAR5_FAME_beta-D-Galactopyranoside, 1-isopropyl-, 1-thio- (4TMS)
A205012-101-xxx	M000000_A205012-101-xxx_NA_0_FALSE_VAR5_FAME_Dihydroxyphenylalanine_3TMS
A205013-101-xxx	M000000_A205013-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-092
A205014-101-xxx	M000000_A205014-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-A15
A206001-101-xxx	M000000_A206001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A206002-101-xxx	M000000_A206002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A206004-101-xxx	M000000_A206004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A206005-101-xxx	M000000_A206005-101-xxx_NA_720132,81_TRUE_VAR5_FAME_Indole-3-acetaldehyde enol (2TMS) BP
A206006-101-xxx	M000000_A206006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A206008-101-xxx	M000000_A206008-101-xxx_NA_721227,44_TRUE_VAR5_FAME_Glucosamine, N-acetyl- (1MEOX) (5TMS) MP
A206009-101-xxx	M000000_A206009-101-xxx_NA_722329_TRUE_VAR5_FAME_Scopoletin (1TMS)
A206010-101-xxx	M000000_A206010-101-xxx_NA_721166,25_TRUE_VAR5_FAME_Galactosamine, N-acetyl- (1MEOX) (5TMS) MP
A206011-101-xxx	M000000_A206011-101-xxx_NA_721758,31_TRUE_VAR5_FAME_Lysine, 5-hydroxy- (5TMS)
A206013-101-xxx	M000000_A206013-101-xxx_NA_0_FALSE_VAR5_FAME_N-Acetylglucosamine_1_1MeOX_4TMS
A206014-101-xxx	M000000_A206014-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-093
A207001-101-xxx	M000000_A207001-101-xxx_NA_719320,62_TRUE_VAR5_FAME_Sinapic acid, cis- (2TMS)
A207002-101-xxx	M000000_A207002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A207003-101-xxx	M000000_A207003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A207005-101-xxx	M000000_A207005-101-xxx_NA_722619,12_TRUE_VAR5_FAME_Indole-3-acetaldehyde acetal (3TMS)
A207006-101-xxx	M000000_A207006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A207007-101-xxx	M000000_A207007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A207008-101-xxx	M000000_A207008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A207009-101-xxx	M000000_A207009-101-xxx_NA_726159,69_TRUE_VAR5_FAME_Galactosamine, N-acetyl- (1MEOX) (5TMS) BP
A207010-101-xxx	M000000_A207010-101-xxx_NA_726020,44_TRUE_VAR5_FAME_Kynurenic acid (2TMS)
A207011-101-xxx	M000000_A207011-101-xxx_NA_726648,12_TRUE_VAR5_FAME_Mannosamine, N-acetyl- (1MEOX) (5TMS) MP
A207012-101-xxx	M000000_A207012-101-xxx_NA_724256,75_TRUE_VAR5_FAME_Glucosamine, N-acetyl- (1MEOX) (4TMS)
A207013-101-xxx	M000000_A207013-101-xxx_NA_725358,31_TRUE_VAR5_FAME_Glucosamine, N-acetyl- (1MEOX) (5TMS) BP
A207014-101-xxx	M000000_A207014-101-xxx_NA_726095,81_TRUE_VAR5_FAME_Hippuric acid, 2-hydroxy- (2TMS)
A207015-101-xxx	M000000_A207015-101-xxx_NA_0_FALSE_VAR5_FAME_Gamma-Glutamylvaline_4TMS
